"","Name","System_number","Ecosystem_type","Country","Continent","Latitude","Longitude","LSR_mmy.1","DBD_gcm.3","Cdensity_kgCm.3","OC_content","OCBrate_gCm.2y.1","OC_depo_gCm.2y.1","OCBeff","Dating_method","Reference","Notes_ID"
"706","Horstermeer",394,"Depression wetland","Netherlands","Europe",52.14,5.04,NA,NA,NA,NA,280,NA,NA,"NEE","Craft et al. 2018",""
"707","Maryland",356,"Floodplain","USA","N. America",38,-76,NA,NA,NA,NA,60,NA,NA,"137Cs","Craft et al. 2018",""
"708","Mid-Atlantic coastal plain",357,"Floodplain","USA","N. America",39.03,-77.61,NA,NA,NA,NA,143,NA,NA,"Sediment pads","Craft et al. 2018",""
"709","Mid-Atlantic coastal plain (mean above)",357,"Floodplain","USA","N. America",38.25,-76.5,NA,NA,NA,NA,93,NA,NA,"Sediment pads","Craft et al. 2018",""
"710","South Bohemia",393,"Depression wetland","Check Republic","Europe",49.08,14.82,NA,0.29,NA,47,110,NA,NA,"210Pb and 137Cs","Craft et al. 2018",""
"711","Virginia",364,"Floodplain","USA","N. America",38.97,-77.23,NA,NA,NA,NA,175,NA,NA,"Sediment pads","Craft et al. 2018",""
"712","Virginia",364,"Floodplain","USA","N. America",38.97,-77.23,NA,NA,NA,NA,11,NA,NA,"Sediment pads","Craft et al. 2018",""
"713","Rhine",395,"Floodplain","Several","Europe",49.23,8.39,NA,NA,NA,2.1,0.61,NA,NA,"Mass balance","Hoffman et al. 2013",""
"714","Rhine",395,"Hillslope","Several","Europe",49.23,8.39,NA,NA,NA,0.8,0.44,NA,NA,"Mass balance","Hoffman et al. 2013",""
"715","Aylett (AYL)",361,"Floodplain","USA","N. America",37.75,-77.15,3.7,NA,NA,NA,244,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"716","Blades (BLD)",356,"Floodplain","USA","N. America",38.17,-75.42,4.2,NA,NA,NA,133,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"717","Bottoms Bridge (BBR)",358,"Floodplain","USA","N. America",37.5,-77.25,0.4,NA,NA,NA,121,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"718","Brock Bridge (BRB)",363,"Floodplain","USA","N. America",39,-76.67,1.4,NA,NA,NA,73,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"719","Burkes Bridge (BRK)",361,"Floodplain","USA","N. America",37.9,-77.3,1.8,NA,NA,NA,59,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"720","Cypress Swamp (CYP)",356,"Floodplain","USA","N. America",38.5,-75.25,1.2,NA,NA,NA,127,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"721","Delaware Crossing (DEL)",356,"Floodplain","USA","N. America",38.5,-75.25,0.5,NA,NA,NA,58,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"722","Engel Farm (ENF)",362,"Floodplain","USA","N. America",37.75,-77.35,1.5,NA,NA,NA,46,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"723","Holiday Park (HOP)",359,"Floodplain","USA","N. America",39,-75.75,3,NA,NA,NA,102,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"724","Mascot (MST)",360,"Floodplain","USA","N. America",37.65,-76.65,3,NA,NA,NA,89,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"725","Pampatike (PAM)",362,"Floodplain","USA","N. America",37.65,-77.2,4,NA,NA,NA,87,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"726","Porters (POR)",356,"Floodplain","USA","N. America",38.25,-75.25,2.1,NA,NA,NA,117,NA,NA,"Sediment pads","Noe & Hupp 2009","S2017_1"
"727","Providence Forge (PRF)",358,"Floodplain","USA","N. America",37.4,-77.15,2.9,NA,NA,NA,164,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"728","Red Bridges (REB)",359,"Floodplain","USA","N. America",39,-75.75,1.1,NA,NA,NA,40,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"729","Upham Brook (UPH)",358,"Floodplain","USA","N. America",37.6,-77.4,4.8,NA,NA,NA,166,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"730","Whitons (WHI)",356,"Floodplain","USA","N. America",38.25,-75.25,2,NA,NA,NA,81,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"731","Willards (WIL)",356,"Floodplain","USA","N. America",38.5,-75.25,0.9,NA,NA,NA,68,NA,NA,"Sediment pads","Noe & Hupp 2009",""
"732","Acarabixi",376.2,"Floodplain","Brazil","S. America",-6.21,-50.75,NA,NA,NA,25,265,NA,NA,"IRMS","Sanders et al. 2017",""
"733","Araca",379,"Floodplain","Brazil","S. America",-8.17,-62.78,12.1,NA,NA,5.7,1123,NA,NA,"LOI","Sanders et al. 2017",""
"734","Brasileira",380,"Floodplain","Brazil","S. America",-8.17,-62.78,9,NA,NA,5,260,NA,NA,"LOI","Sanders et al. 2017",""
"735","Calado",214.2,"Floodplain","Brazil","S. America",-3.09,-60.57,NA,NA,NA,12.6,70,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"736","Calado",214.2,"Floodplain","Brazil","S. America",-3.09,-60.57,NA,NA,NA,6.7,56,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"737","Calado",214.2,"Floodplain","Brazil","S. America",-3.09,-60.57,NA,NA,NA,12.5,55,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"738","Calado",214.2,"Floodplain","Brazil","S. America",-3.09,-60.57,NA,NA,NA,6.8,49,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"739","Calado",214.2,"Floodplain","Brazil","S. America",-3.09,-60.57,NA,NA,NA,2.2,25,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"740","Calado",214.2,"Floodplain","Brazil","S. America",-3.09,-60.57,NA,NA,NA,2.3,11,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"741","Conceicao",383,"Floodplain","Brazil","S. America",-8.17,-62.78,9.75,NA,NA,7.7,662,NA,NA,"LOI","Sanders et al. 2017",""
"742","Cristalino",215.2,"Floodplain","Brazil","S. America",-2,-60.03,NA,NA,NA,2.5,28,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"743","Demarcacao",377,"Floodplain","Brazil","S. America",-8.17,-62.78,NA,NA,NA,6.9,500,NA,NA,"LOI","Sanders et al. 2017",""
"744","Demarcacao",377,"Floodplain","Brazil","S. America",-8.17,-62.78,5.4,NA,NA,7.6,365,NA,NA,"LOI","Sanders et al. 2017",""
"745","Jacaretinga",218.2,"Floodplain","Brazil","S. America",-5.43,-60.42,NA,NA,NA,2.5,43,NA,NA,"CHN analyzer","Sanders et al. 2017",""
"746","Lago Verde PA09",375,"Floodplain","Brazil","S. America",-6.21,-50.75,NA,NA,NA,3.7,475,NA,NA,"IRMS","Sanders et al. 2017",""
"747","Nazare",382,"Floodplain","Brazil","S. America",-8.17,-62.78,2.7,NA,NA,3.5,158,NA,NA,"LOI","Sanders et al. 2017",""
"748","Paca",378,"Floodplain","Brazil","S. America",-8.17,-62.78,1.7,NA,NA,9.4,385,NA,NA,"LOI","Sanders et al. 2017",""
"749","Paca",378,"Floodplain","Brazil","S. America",-8.17,-62.78,NA,NA,NA,7.8,193,NA,NA,"LOI","Sanders et al. 2017",""
"750","Pacoval",374,"Floodplain","Brazil","S. America",-6.21,-50.75,NA,NA,NA,1.5,100,NA,NA,"IRMS","Sanders et al. 2017",""
"751","S. Catarina",384,"Floodplain","Brazil","S. America",-8.17,-62.78,16.7,NA,NA,6.1,390,NA,NA,"LOI","Sanders et al. 2017",""
"752","Santa Ninha",373.2,"Floodplain","Brazil","S. America",-6.21,-50.75,NA,NA,NA,0.8,91,NA,NA,"IRMS","Sanders et al. 2017",""
"753","Tucunare",381,"Floodplain","Brazil","S. America",-8.17,-62.78,6,NA,NA,3.6,551,NA,NA,"LOI","Sanders et al. 2017",""
"754","Axe",386,"Floodplain","UK","Europe",51,-2.94,NA,NA,NA,3.89,114.3,NA,NA,"137Cs","Walling et al. 2006",""
"755","Culm",387,"Floodplain","UK","Europe",50.88,-3.37,NA,NA,NA,3.77,69.2,NA,NA,"137Cs","Walling et al. 2006",""
"756","Exe",388,"Floodplain","UK","Europe",50.86,-3.51,NA,NA,NA,2.91,99.5,NA,NA,"137Cs","Walling et al. 2006",""
"757","Stour",389,"Floodplain","UK","Europe",50.85,-2.14,NA,NA,NA,5.07,80.1,NA,NA,"137Cs","Walling et al. 2006",""
"758","Torridge",390,"Floodplain","UK","Europe",50.96,-4.18,NA,NA,NA,2.43,91.1,NA,NA,"137Cs","Walling et al. 2006",""
"759","Usk",391,"Floodplain","UK","Europe",51.73,-2.95,NA,NA,NA,2.17,94.7,NA,NA,"137Cs","Walling et al. 2006",""
"760","Florida",475,"Seagrass","USA","N. America",27.66,-81.52,NA,NA,NA,NA,-71,NA,NA,"","Alongi 2018",""
"761","Spain",543,"Seagrass","Spain","Europe",40.46,-3.75,NA,NA,NA,NA,781.5,NA,NA,"","Alongi 2018",""
"762","Texas",476,"Seagrass","USA","N. America",31.97,-99.9,NA,NA,NA,NA,-58.4,NA,NA,"","Alongi 2018",""
"763","France",544,"Seagrass","France","Europe",46.23,2.21,NA,NA,NA,NA,284.7,NA,NA,"","Alongi 2018",""
"764","Denmark",545,"Seagrass","Denmark","Europe",56.26,9.5,NA,NA,NA,NA,3,NA,NA,"","Alongi 2018",""
"765","Mexico",477,"Seagrass","Mexico","N. America",23.63,-102.55,NA,NA,NA,NA,233.1,NA,NA,"","Alongi 2018",""
"766","Chesapeake Bay",418,"Seagrass","USA","N. America",37.52,-76.11,NA,NA,NA,NA,377,NA,NA,"","Alongi 2018",""
"767","Alabama",478,"Seagrass","USA","N. America",32.32,-86.9,NA,NA,NA,NA,502.3,NA,NA,"","Alongi 2018",""
"768","Indonesia",509,"Seagrass","Indonesia","Asia",-0.79,113.92,NA,NA,NA,NA,-578.5,NA,NA,"","Alongi 2018",""
"769","Greece",546,"Seagrass","Greece","Europe",39.07,21.82,NA,NA,NA,NA,172.8,NA,NA,"","Alongi 2018",""
"770","Japan",510,"Seagrass","Japan","Asia",36.2,138.25,NA,NA,NA,NA,5,NA,NA,"","Alongi 2018",""
"771","Philippines",511,"Seagrass","Philippines","Asia",12.88,121.77,NA,NA,NA,NA,213.2,NA,NA,"","Alongi 2018",""
"772","New England",479,"Seagrass","USA","N. America",43.97,-70.82,NA,NA,NA,NA,0.7,NA,NA,"","Alongi 2018",""
"773","North Carolina",480,"Seagrass","USA","N. America",35.76,-79.02,NA,NA,NA,NA,33.9,NA,NA,"","Alongi 2018",""
"774","The Bahamas",481,"Seagrass","The Bahamas","N. America",25.03,-77.4,NA,NA,NA,NA,835.9,NA,NA,"","Alongi 2018",""
"775","Norway",547,"Seagrass","Norway","Europe",60.47,8.47,NA,NA,NA,NA,21.6,NA,NA,"","Alongi 2018",""
"776","Puerto Rico",482,"Seagrass","Puerto Rico","N. America",18.22,-66.59,NA,NA,NA,NA,1371,NA,NA,"","Alongi 2018",""
"777","Portugal",548,"Seagrass","Portugal","Europe",39.4,-8.22,NA,NA,NA,NA,339.8,NA,NA,"","Alongi 2018",""
"778","Malta",549,"Seagrass","Malta","Europe",35.94,14.38,NA,NA,NA,NA,191,NA,NA,"","Alongi 2018",""
"779","India",512,"Seagrass","India","Asia",20.59,78.96,NA,NA,NA,NA,2124.2,NA,NA,"","Alongi 2018",""
"780","South Africa",492,"Seagrass","South Africa","Africa",-30.56,22.94,NA,NA,NA,NA,365.8,NA,NA,"","Alongi 2018",""
"781","Wadden Sea",550,"Seagrass","Netherlands/Germany","Europe",55.58,6.95,NA,NA,NA,NA,33,NA,NA,"","Alongi 2018",""
"782","The Netherlands",551,"Seagrass","Netherlands","Europe",52.13,5.29,NA,NA,NA,NA,51.1,NA,NA,"","Alongi 2018",""
"783","Padilla Bay, Washington",466,"Seagrass","USA","N. America",48.52,-122.51,NA,NA,NA,NA,-54.9,NA,NA,"","Alongi 2018",""
"784","Corsica",552,"Seagrass","France","Europe",42.04,9.01,NA,NA,NA,NA,41.3,NA,NA,"","Alongi 2018",""
"785","Banc d’Arguin",493,"Seagrass","Mauritania","Africa",20.6,-16.47,NA,NA,NA,NA,2068.3,NA,NA,"","Alongi 2018",""
"786","Almirante Bay",483,"Seagrass","Panama","C. America",9.35,-82.25,NA,NA,NA,NA,374.7,NA,NA,"","Alongi 2018",""
"787","Italy",553,"Seagrass","Italy","Europe",41.87,12.57,NA,NA,NA,NA,153.3,NA,NA,"","Alongi 2018",""
"788","Terminos Lagoon-Boca Chica ",448,"Mangrove","Mexico","N. America",18.7,-91.5,44,NA,NA,10.2,237,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"789","Terminos Lagoon-Boca Chica ",448,"Mangrove","Mexico","N. America",18.7,-91.5,13,NA,NA,5.1,79,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"790","Terminos Lagoon-Estero Pargo ",448,"Mangrove","Mexico","N. America",18.7,-91.5,29,NA,NA,14.6,157,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"791","Terminos Lagoon-Estero Pargo ",448,"Mangrove","Mexico","N. America",18.7,-91.5,10,NA,NA,19.1,75,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"792","Celestun Lagoon, Mexico ",467,"Mangrove","Mexico","N. America",20.8,-90.3,30,NA,NA,7,55,NA,NA,"210Pb","Breithaupt et al 2012",""
"793","Celestun Lagoon, Mexico ",467,"Mangrove","Mexico","N. America",20.8,-90.3,30,NA,NA,7,70,NA,NA,"210Pb","Breithaupt et al 2012",""
"794","Chelem Lagoon, Mexico ",468,"Mangrove","Mexico","N. America",21.3,-89.7,NA,NA,NA,4.3,85.5,NA,NA,"210Pb","Breithaupt et al 2012",""
"795","Terminos Lagoon, Mexico ",448,"Mangrove","Mexico","N. America",18.5,-91.8,NA,NA,NA,4.3,53,NA,NA,"210Pb","Breithaupt et al 2012",""
"796","Terminos Lagoon, Mexico",448,"Mangrove","Mexico","N. America",18.5,-91.8,NA,NA,NA,4,65,NA,NA,"210Pb","Breithaupt et al 2012",""
"797","Ilha Grande, Brazil ",484,"Mangrove","Brazil","S. America",-25.3,-48.3,18,NA,NA,4.1,186,NA,NA,"210Pb","Breithaupt et al 2012",""
"798","Tamandare, Brazil ",485,"Mangrove","Brazil","S. America",-8.7,-35.1,28,NA,NA,5.8,353,NA,NA,"210Pb","Breithaupt et al 2012",""
"799","Tamandare, Brazil ",485,"Mangrove","Brazil","S. America",-8.7,-35.1,50,NA,NA,6.9,949,NA,NA,"210Pb","Breithaupt et al 2012",""
"800","Cananeia, Brazil ",486,"Mangrove","Brazil","S. America",-25.3,-48.3,25,NA,NA,3,192,NA,NA,"210Pb","Breithaupt et al 2012",""
"801","Cananeia, Brazil ",486,"Mangrove","Brazil","S. America",-25.3,-48.3,29,NA,NA,2.9,234,NA,NA,"210Pb","Breithaupt et al 2012",""
"802","Guaratuba, Brazil ",487,"Mangrove","Brazil","S. America",-25.8,-48.7,20,NA,NA,NA,337,NA,NA,"210Pb","Breithaupt et al 2012",""
"803","Paranagua, Brazil ",488,"Mangrove","Brazil","S. America",-25.3,-48.3,20,NA,NA,NA,168,NA,NA,"210Pb","Breithaupt et al 2012",""
"804","Paraty, Brazil",489,"Mangrove","Brazil","S. America",-23.2,-44.7,28,NA,NA,NA,169,NA,NA,"210Pb","Breithaupt et al 2012",""
"805","Florida Keys, USA ",449,"Mangrove","USA","N. America",25,-80.6,42,NA,NA,32,209,NA,NA,"137Cs","Breithaupt et al 2012",""
"806","Florida Keys, USA ",449,"Mangrove","USA","N. America",25,-80.6,39,NA,NA,32,177,NA,NA,"137Cs","Breithaupt et al 2012",""
"807","Florida Keys, USA ",449,"Mangrove","USA","N. America",25,-80.6,19,NA,NA,36,67,NA,NA,"137Cs","Breithaupt et al 2012",""
"808","Florida Keys, USA ",449,"Mangrove","USA","N. America",25,-80.6,19,NA,NA,36,91,NA,NA,"137Cs","Breithaupt et al 2012",""
"809","Florida Keys, USA",449,"Mangrove","USA","N. America",25,-80.6,42,NA,NA,36,192,NA,NA,"137Cs","Breithaupt et al 2012",""
"810","Rookery Bay, FL, USA ",450,"Mangrove","USA","N. America",26,-81.7,NA,NA,NA,NA,20,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"811","Rookery Bay, FL, USA ",450,"Mangrove","USA","N. America",26,-81.7,NA,NA,NA,NA,39,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"812","Rookery Bay, FL, USA ",450,"Mangrove","USA","N. America",26,-81.7,17,NA,NA,24,90,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"813","Rookery Bay, FL, USA ",450,"Mangrove","USA","N. America",26,-81.7,14,NA,NA,25.9,69,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"814","Rookery Bay, FL, USA ",450,"Mangrove","USA","N. America",26,-81.7,16,NA,NA,28.7,86,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"815","Rookery Bay, FL, USA ",450,"Mangrove","USA","N. America",26,-81.7,17,NA,NA,28.6,99,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"816","Shark River, Florida, USA ",469,"Mangrove","USA","N. America",25.4,-81.1,36,NA,NA,19,151,NA,NA,"210Pb","Breithaupt et al 2012",""
"817","Harney River, Florida, USA ",470,"Mangrove","USA","N. America",25.2,-81,25,NA,NA,30.8,168,NA,NA,"210Pb","Breithaupt et al 2012",""
"818","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,NA,NA,NA,NA,67,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"819","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,18,NA,NA,NA,168,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"820","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,18,NA,NA,NA,84,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"821","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,85,NA,NA,NA,336,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"822","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,85,NA,NA,NA,300,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"823","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,18,NA,NA,NA,100,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"824","Hinchinbrook Channel, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,18,NA,NA,NA,26,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"825","Missionary Bay, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,19,NA,NA,NA,71,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"826","Missionary Bay, Australia ",740,"Mangrove","Australia","Oceania",-18.5,146.3,19,NA,NA,NA,97,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"827","Matang Reserve, Malaysia ",499,"Mangrove","Malaysia","Asia",4.8,100.5,125,NA,NA,3.6,410,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"828","Matang Reserve, Malaysia ",499,"Mangrove","Malaysia","Asia",4.8,100.5,NA,NA,NA,3.6,148,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"829","Matang Reserve, Malaysia ",499,"Mangrove","Malaysia","Asia",4.8,100.5,NA,NA,NA,7.8,296,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"830","Matang Reserve, Malaysia ",499,"Mangrove","Malaysia","Asia",4.8,100.5,NA,NA,NA,7.8,296,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"831","Matang Reserve, Malaysia ",499,"Mangrove","Malaysia","Asia",4.8,100.5,97,NA,NA,14.4,317,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"832","Matang Reserve, Malaysia ",499,"Mangrove","Malaysia","Asia",4.8,100.5,97,NA,NA,14.4,389,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"833","Jiulongjiang Estuary, China ",500,"Mangrove","China","Asia",24.3,117.8,135,NA,NA,1.8,149,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"834","Jiulongjiang Estuary, China ",500,"Mangrove","China","Asia",24.3,117.8,135,NA,NA,1.8,189,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"835","Jiulongjiang Estuary, China",500,"Mangrove","China","Asia",24.3,117.8,NA,NA,NA,1,199,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"836","Jiulongjiang Estuary, China",500,"Mangrove","China","Asia",24.3,117.8,NA,NA,NA,1,216,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"837","Jiulongjiang Estuary, China ",500,"Mangrove","China","Asia",24.3,117.8,800,NA,NA,1.4,1020,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"838","Jiulongjiang Estuary, China ",500,"Mangrove","China","Asia",24.3,117.8,800,NA,NA,1.4,667,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"839","Fukido, Ishigaki, Japan ",501,"Mangrove","Japan","Asia",24.3,124.2,NA,NA,NA,NA,22,NA,NA,"210Pb","Breithaupt et al 2012",""
"840","Fukido, Ishigaki, Japan ",501,"Mangrove","Japan","Asia",24.3,124.2,NA,NA,NA,NA,230,NA,NA,"210Pb","Breithaupt et al 2012",""
"841","DaLoc, ThanHoa, Vietnam ",502,"Mangrove","Vietnam","Asia",20,106,NA,NA,NA,NA,120,NA,NA,"210Pb","Breithaupt et al 2012",""
"842","DaLoc, ThanHoa, Vietnam ",502,"Mangrove","Vietnam","Asia",20,106,NA,NA,NA,NA,180,NA,NA,"210Pb","Breithaupt et al 2012",""
"843","Trat, Thailand ",503,"Mangrove","Thailand","Asia",12.3,102,NA,NA,NA,NA,100,NA,NA,"210Pb","Breithaupt et al 2012",""
"844","Trat, Thailand",503,"Mangrove","Thailand","Asia",12.3,102,NA,NA,NA,NA,600,NA,NA,"210Pb","Breithaupt et al 2012",""
"845","Irian Jaya, Indonesia ",504,"Mangrove","Indonesia","Asia",-4.8,136.9,NA,NA,NA,12.4,558,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"846","Irian Jaya, Indonesia ",504,"Mangrove","Indonesia","Asia",-4.8,136.9,NA,NA,NA,5.5,412,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"847","Irian Jaya, Indonesia ",504,"Mangrove","Indonesia","Asia",-4.8,136.9,NA,NA,NA,4.9,637,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"848","Irian Jaya, Indonesia ",504,"Mangrove","Indonesia","Asia",-4.8,136.9,NA,NA,NA,6.5,717,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"849","Sawi Bay, Thailand ",505,"Mangrove","Thailand","Asia",10.3,99.2,11,NA,NA,NA,226,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"850","Sawi Bay, Thailand ",505,"Mangrove","Thailand","Asia",10.3,99.2,NA,NA,NA,NA,203,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"851","Sawi Bay, Thailand ",505,"Mangrove","Thailand","Asia",10.3,99.2,NA,NA,NA,NA,281,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"852","Sawi Bay, Thailand ",505,"Mangrove","Thailand","Asia",10.3,99.2,NA,NA,NA,NA,184,NA,NA,"210Pb and 137Cs","Breithaupt et al 2012",""
"853","Aransas, Tex.",396,"Saltmarsh","USA","N. America",28.4,-96.8,NA,NA,40,NA,178,NA,NA,"","Chmura et al., 2003",""
"854","Fina la Terre, La.",397,"Saltmarsh","USA","N. America",29,-91,NA,NA,27,NA,136,NA,NA,"","Chmura et al., 2003",""
"855","Fina la Terre, La. ",397,"Saltmarsh","USA","N. America",29,-91,NA,NA,18,NA,18,NA,NA,"","Chmura et al., 2003",""
"856","San Bernard, Tex.",398,"Saltmarsh","USA","N. America",29.1,-95.6,NA,NA,33,NA,203,NA,NA,"","Chmura et al., 2003",""
"857","Old Oyster Bayou, La. ",399,"Saltmarsh","USA","N. America",29.3,-91.1,NA,NA,19,NA,84,NA,NA,"","Chmura et al., 2003",""
"858","Bayou Chitigue, La. ",400,"Saltmarsh","USA","N. America",29.3,-90.6,NA,NA,16,NA,516,NA,NA,"","Chmura et al., 2003",""
"859","Rockefeller Refuge, La. ",401,"Saltmarsh","USA","N. America",29.5,-92.7,NA,NA,28,NA,309,NA,NA,"","Chmura et al., 2003",""
"860","Rockefeller Refuge, La. ",401,"Saltmarsh","USA","N. America",29.5,-92.7,NA,NA,33,NA,27,NA,NA,"","Chmura et al., 2003",""
"861","Lafourche Parish, La. ",402,"Saltmarsh","USA","N. America",29.5,-90.3,NA,NA,19,NA,186,NA,NA,"","Chmura et al., 2003",""
"862","Cameron Parish, La. ",403,"Saltmarsh","USA","N. America",29.5,-93.2,NA,NA,10,NA,41,NA,NA,"","Chmura et al., 2003",""
"863","Cameron Parish, La. ",403,"Saltmarsh","USA","N. America",29.5,-93.2,NA,NA,10,NA,115,NA,NA,"","Chmura et al., 2003",""
"864","Barataria Basin, La. ",404,"Saltmarsh","USA","N. America",29.5,-90,NA,NA,13,NA,185,NA,NA,"","Chmura et al., 2003",""
"865","Barataria Basin, La. ",404,"Saltmarsh","USA","N. America",29.5,-90,NA,NA,12,NA,71,NA,NA,"","Chmura et al., 2003",""
"866","Barataria Basin, La.",404,"Saltmarsh","USA","N. America",29.5,-90,NA,NA,12,NA,93,NA,NA,"","Chmura et al., 2003",""
"867","Unit 1, Marsh Island Refuge, La. ",405,"Saltmarsh","USA","N. America",29.5,-91.9,NA,NA,110,NA,318,NA,NA,"","Chmura et al., 2003",""
"868","Unit 1, Marsh Island Refuge, La.",405,"Saltmarsh","USA","N. America",29.5,-91.9,NA,NA,109,NA,763,NA,NA,"","Chmura et al., 2003",""
"869","Unit 15, Rockefeller Wildlife Refuge, La. ",401,"Saltmarsh","USA","N. America",29.6,-92.7,NA,NA,120,NA,349,NA,NA,"","Chmura et al., 2003",""
"870","Unit 15, Rockefeller Wildlife Refuge, La. ",401,"Saltmarsh","USA","N. America",29.6,-92.7,NA,NA,119,NA,657,NA,NA,"","Chmura et al., 2003",""
"871","Three Bayous, La.",406,"Saltmarsh","USA","N. America",29.6,-90.1,NA,NA,14,NA,116,NA,NA,"","Chmura et al., 2003",""
"872","Rockefeller Wildlife Refuge unit 14, La. ",401,"Saltmarsh","USA","N. America",29.7,-92.7,NA,NA,116,NA,337,NA,NA,"","Chmura et al., 2003",""
"873","Rockefeller Wildlife Refuge unit 14, La. ",401,"Saltmarsh","USA","N. America",29.7,-92.7,NA,NA,93,NA,448,NA,NA,"","Chmura et al., 2003",""
"874","McFaddin National Wildlife Refuge, Tex. ",407,"Saltmarsh","USA","N. America",29.7,-94.1,NA,NA,12,NA,95,NA,NA,"","Chmura et al., 2003",""
"875","Sabine National Wildlife Refuge unit 3, La. ",408,"Saltmarsh","USA","N. America",29.9,-93.5,NA,NA,190,NA,1713,NA,NA,"","Chmura et al., 2003",""
"876","Sabine National Wildlife Refuge unit 3, La. ",408,"Saltmarsh","USA","N. America",29.9,-93.5,NA,NA,121,NA,714,NA,NA,"","Chmura et al., 2003",""
"877","St. Bernard Parish, La.",409,"Saltmarsh","USA","N. America",30,-89.9,NA,NA,28,NA,140,NA,NA,"","Chmura et al., 2003",""
"878","St. Marks, Fla.",410,"Saltmarsh","USA","N. America",30.1,-84.2,NA,NA,25,NA,44,NA,NA,"","Chmura et al., 2003",""
